"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.575828800E-1,9.926360130E0,-1.795651317E-1,1.039083481E0
5.595878420E-1,9.940725327E0,-1.939303428E-1,1.029506683E0
5.615883420E-1,9.952696800E0,-2.274491638E-1,1.022324085E0
5.636576490E-1,9.971850395E0,-2.705447972E-1,1.015141487E0
5.656927260E-1,9.971850395E0,-2.777273953E-1,1.007958889E0
5.676933420E-1,9.981427193E0,-3.016694188E-1,9.864110947E-1
5.696938030E-1,9.986215591E0,-3.184288144E-1,9.528923035E-1
5.717631880E-1,9.988609314E0,-3.303998411E-1,9.409212470E-1
5.737987260E-1,1.000536919E1,-3.687070608E-1,9.145850539E-1
5.758688420E-1,9.995792389E0,-3.926490843E-1,8.930372596E-1
5.779048420E-1,9.998186111E0,-4.118026793E-1,8.786720037E-1
5.799298800E-1,1.000536919E1,-4.309563041E-1,8.643068075E-1
5.819306110E-1,9.995792389E0,-4.692635238E-1,8.379706144E-1
5.840007650E-1,1.000776291E1,-5.075707436E-1,8.283938169E-1
5.860368800E-1,9.991003990E0,-5.315127969E-1,8.236053586E-1
5.880389180E-1,9.976638794E0,-5.698199868E-1,7.948749661E-1
5.900395720E-1,9.979032516E0,-6.081272364E-1,7.733271718E-1
5.921100340E-1,9.969455719E0,-6.320692301E-1,7.589619160E-1
5.941460720E-1,9.952696800E0,-6.895300746E-1,7.469909191E-1
5.962163800E-1,9.943120003E0,-7.182605267E-1,7.517793179E-1
5.982518800E-1,9.935936928E0,-7.374141216E-1,7.445967197E-1
6.002568410E-1,9.919178009E0,-7.733271718E-1,7.398083210E-1
6.022581880E-1,9.885659218E0,-7.996633649E-1,7.254431248E-1
6.043276110E-1,9.876082420E0,-8.307880163E-1,7.182605267E-1
6.063631880E-1,9.861717224E0,-8.738836050E-1,7.158663273E-1
6.083640720E-1,9.864110947E0,-8.906430602E-1,7.134721279E-1
6.103644570E-1,9.859322548E0,-9.145850539E-1,7.134721279E-1
6.124340720E-1,9.844957352E0,-9.457096457E-1,7.086837292E-1
6.144693800E-1,9.821015358E0,-9.720458984E-1,7.206547260E-1
6.165389570E-1,9.806650162E0,-9.792284966E-1,7.350199223E-1
6.185746490E-1,9.780313492E0,-9.911994934E-1,7.374141216E-1
6.205748030E-1,9.792284966E0,-1.005564690E0,7.493851185E-1
6.225753030E-1,9.797073364E0,-1.007958889E0,7.613561153E-1
6.246448800E-1,9.792284966E0,-1.017535686E0,8.044517636E-1
6.266803800E-1,9.782708168E0,-1.007958889E0,8.236053586E-1
6.286823030E-1,9.782708168E0,-1.000776291E0,8.283938169E-1
6.306824570E-1,9.794678688E0,-1.010353088E0,8.595184088E-1
6.327514570E-1,9.751583099E0,-9.959878922E-1,8.690952063E-1
6.347864570E-1,9.734824181E0,-9.864110947E-1,8.858546019E-1
6.368557260E-1,9.730035782E0,-9.816226959E-1,9.074024558E-1
6.388904950E-1,9.708487511E0,-9.552865028E-1,9.241618514E-1
6.408945720E-1,9.701305389E0,-9.433154464E-1,9.289502501E-1
6.428943030E-1,9.689333916E0,-9.289502501E-1,9.409212470E-1
6.449636490E-1,9.679757118E0,-9.026140571E-1,9.481038451E-1
6.469987640E-1,9.674968719E0,-8.978256583E-1,9.576807022E-1
6.489991490E-1,9.662998199E0,-8.762778044E-1,9.648633003E-1
6.509991870E-1,9.651026726E0,-8.355764151E-1,9.840168953E-1
6.530686100E-1,9.629479408E0,-8.259995580E-1,9.888052940E-1
6.551032640E-1,9.619902611E0,-8.307880163E-1,1.000776291E0
6.571728800E-1,9.619902611E0,-8.068459630E-1,1.007958889E0
6.592075720E-1,9.605537415E0,-7.948749661E-1,1.027112484E0
6.612081870E-1,9.600749016E0,-7.900865674E-1,1.029506683E0
6.632069570E-1,9.588777542E0,-7.733271718E-1,1.027112484E0
6.652751100E-1,9.605537415E0,-7.685387731E-1,1.034295082E0
6.673096490E-1,9.605537415E0,-7.541735172E-1,1.046266198E0
6.693118030E-1,9.600749016E0,-7.422025204E-1,1.067813993E0
6.713111870E-1,9.583989143E0,-7.541735172E-1,1.084573388E0
6.733803410E-1,9.591172218E0,-7.469909191E-1,1.091755986E0
6.754158030E-1,9.605537415E0,-7.398083210E-1,1.113303781E0
6.774843030E-1,9.612719536E0,-7.302315235E-1,1.113303781E0
6.795189950E-1,9.607931137E0,-7.302315235E-1,1.115697980E0
6.815228800E-1,9.610325813E0,-7.254431248E-1,1.110909581E0
6.835229180E-1,9.624691010E0,-7.254431248E-1,1.103726983E0
6.855919950E-1,9.643844604E0,-7.374141216E-1,1.089361787E0
6.876270330E-1,9.665391922E0,-7.350199223E-1,1.074996591E0
6.896266100E-1,9.682151794E0,-7.422025204E-1,1.067813993E0
6.916265330E-1,9.684545517E0,-7.326257229E-1,1.067813993E0
6.936956490E-1,9.684545517E0,-7.278373241E-1,1.072602391E0
6.957306490E-1,9.672574997E0,-7.278373241E-1,1.058237195E0
6.978001870E-1,9.679757118E0,-7.278373241E-1,1.060631394E0
6.998351490E-1,9.679757118E0,-7.182605267E-1,1.070208192E0
7.018508410E-1,9.674968719E0,-7.326257229E-1,1.070208192E0
7.038513030E-1,9.679757118E0,-7.278373241E-1,1.067813993E0
7.059210330E-1,9.674968719E0,-7.086837292E-1,1.063025594E0
7.079559180E-1,9.679757118E0,-7.062895298E-1,1.058237195E0
7.099574180E-1,9.672574997E0,-7.086837292E-1,1.051054597E0
7.119573790E-1,9.674968719E0,-7.015010715E-1,1.055842996E0
7.140266100E-1,9.660603523E0,-7.110779285E-1,1.065419793E0
7.160612260E-1,9.651026726E0,-6.991068721E-1,1.072602391E0
